요일,호선,역명,새벽,출근,오전,점심,오후,퇴근,저녁,심야
일요일,6호선,광흥창(서강),0.1,0.1,0.4,0.3,0.5,0.3,0.2,0.2
일요일,6호선,구산,0.1,0.1,0.4,0.3,0.4,0.2,0.2,0.2
일요일,6호선,녹사평(용산구청),0.0,0.1,0.3,0.3,0.5,0.3,0.2,0.2
일요일,6호선,대흥(서강대앞),0.0,0.1,0.4,0.3,0.5,0.3,0.2,0.2
일요일,6호선,독바위,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.1
일요일,6호선,돌곶이,0.1,0.2,0.6,0.4,0.6,0.3,0.2,0.3
일요일,6호선,동묘앞,0.0,0.1,0.6,0.7,1.0,0.4,0.2,0.3
일요일,6호선,디지털미디어시티,0.1,0.2,0.6,0.4,0.7,0.5,0.3,0.4
일요일,6호선,마포구청,0.1,0.3,0.7,0.5,0.8,0.5,0.4,0.4
일요일,6호선,망원,0.1,0.2,0.9,0.9,1.5,0.9,0.6,0.6
일요일,6호선,버티고개,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
일요일,6호선,보문,0.1,0.1,0.4,0.3,0.4,0.3,0.2,0.3
일요일,6호선,봉화산(서울의료원),0.1,0.2,0.4,0.3,0.4,0.3,0.2,0.2
일요일,6호선,불광,0.0,0.1,0.2,0.2,0.4,0.2,0.1,0.1
일요일,6호선,삼각지,0.0,0.1,0.3,0.4,0.6,0.3,0.2,0.2
일요일,6호선,상수,0.1,0.1,0.5,0.5,0.9,0.6,0.5,0.6
일요일,6호선,상월곡(한국과학기술연구원),0.1,0.1,0.3,0.2,0.3,0.2,0.1,0.2
일요일,6호선,새절(신사),0.1,0.2,0.6,0.4,0.7,0.4,0.3,0.3
일요일,6호선,석계,0.1,0.2,0.6,0.4,0.7,0.5,0.4,0.4
일요일,6호선,신당,0.0,0.1,0.3,0.3,0.5,0.4,0.4,0.4
일요일,6호선,안암(고대병원앞),0.1,0.1,0.4,0.4,0.6,0.4,0.3,0.5
일요일,6호선,약수,0.0,0.0,0.2,0.1,0.2,0.1,0.1,0.1
일요일,6호선,역촌,0.0,0.1,0.2,0.2,0.2,0.1,0.1,0.1
일요일,6호선,월곡(동덕여대),0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.3
일요일,6호선,월드컵경기장(성산),0.1,0.2,0.6,0.6,1.3,0.7,0.3,0.4
일요일,6호선,응암,0.1,0.3,0.9,0.7,1.0,0.6,0.5,0.5
일요일,6호선,이태원,0.4,0.2,0.5,0.6,1.0,0.7,0.7,0.7
일요일,6호선,증산(명지대앞),0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.3
일요일,6호선,창신,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.1
일요일,6호선,청구,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.1
일요일,6호선,태릉입구,0.0,0.1,0.3,0.3,0.4,0.3,0.2,0.2
일요일,6호선,한강진,0.0,0.1,0.5,0.7,1.2,0.8,0.6,0.4
일요일,6호선,합정,0.1,0.2,0.7,0.7,1.2,0.8,0.6,0.6
일요일,6호선,화랑대(서울여대입구),0.1,0.2,0.5,0.4,0.5,0.3,0.2,0.3
일요일,6호선,효창공원앞,0.0,0.1,0.3,0.3,0.4,0.2,0.2,0.2
일요일,7호선,가산디지털단지,0.1,0.2,0.8,0.7,1.2,0.7,0.5,0.4
일요일,7호선,강남구청,0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.3
일요일,7호선,건대입구,0.1,0.2,0.6,0.5,1.0,0.7,0.5,0.5
일요일,7호선,고속터미널,0.1,0.3,0.9,0.8,1.3,0.9,0.8,0.7
일요일,7호선,공릉(서울과학기술대),0.1,0.2,0.6,0.5,0.7,0.5,0.4,0.4
일요일,7호선,광명사거리,0.2,0.4,1.1,0.9,1.4,0.8,0.6,0.5
일요일,7호선,군자(능동),0.1,0.2,0.6,0.5,0.8,0.5,0.4,0.4
일요일,7호선,남구로,0.1,0.3,0.7,0.4,0.7,0.4,0.3,0.3
일요일,7호선,남성,0.1,0.2,0.6,0.4,0.6,0.4,0.3,0.3
일요일,7호선,내방,0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.3
일요일,7호선,노원,0.2,0.4,1.1,1.0,1.6,1.0,0.8,0.7
일요일,7호선,논현,0.1,0.2,0.5,0.4,0.6,0.5,0.3,0.4
일요일,7호선,대림(구로구청),0.1,0.2,1.0,0.6,1.0,0.6,0.4,0.3
일요일,7호선,도봉산,0.1,0.2,0.8,0.4,0.7,0.4,0.3,0.3
일요일,7호선,뚝섬유원지,0.1,0.2,0.4,0.4,0.7,0.4,0.2,0.2
일요일,7호선,마들,0.1,0.2,0.6,0.4,0.6,0.4,0.3,0.3
일요일,7호선,먹골,0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.3
일요일,7호선,면목,0.1,0.3,0.7,0.5,0.8,0.5,0.4,0.4
일요일,7호선,반포,0.0,0.1,0.3,0.2,0.4,0.2,0.2,0.2
일요일,7호선,보라매,0.0,0.1,0.3,0.3,0.4,0.2,0.2,0.2
일요일,7호선,사가정,0.1,0.3,0.8,0.6,0.9,0.6,0.5,0.5
일요일,7호선,상도,0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.4
일요일,7호선,상봉,0.2,0.3,0.8,0.6,1.0,0.7,0.6,0.6
일요일,7호선,수락산,0.1,0.3,0.8,0.5,0.9,0.5,0.4,0.3
일요일,7호선,숭실대입구(살피재),0.1,0.2,0.6,0.4,0.7,0.4,0.3,0.4
일요일,7호선,신대방삼거리,0.1,0.3,0.7,0.5,0.8,0.5,0.4,0.4
일요일,7호선,신풍,0.1,0.3,0.7,0.4,0.6,0.4,0.3,0.3
일요일,7호선,어린이대공원(세종대),0.1,0.2,0.8,0.7,1.1,0.6,0.4,0.5
일요일,7호선,온수(성공회대입구),0.1,0.2,0.4,0.3,0.4,0.3,0.2,0.2
일요일,7호선,용마산(용마폭포공원),0.1,0.1,0.3,0.2,0.3,0.2,0.1,0.2
일요일,7호선,이수,0.1,0.2,0.7,0.6,1.0,0.6,0.5,0.5
일요일,7호선,자양(뚝섬한강공원),0.1,0.2,0.6,0.5,1.0,0.7,0.6,0.5
일요일,7호선,장승배기,0.1,0.2,0.4,0.3,0.5,0.3,0.2,0.2
일요일,7호선,장암,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0
일요일,7호선,중계,0.1,0.3,0.8,0.5,0.8,0.5,0.3,0.4
일요일,7호선,중곡,0.1,0.2,0.5,0.4,0.6,0.3,0.3,0.3
일요일,7호선,중화,0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.3
일요일,7호선,천왕,0.1,0.2,0.5,0.3,0.5,0.3,0.2,0.2
일요일,7호선,철산,0.1,0.3,1.0,0.7,1.1,0.8,0.6,0.6
일요일,7호선,청담,0.1,0.3,0.7,0.5,0.7,0.4,0.3,0.3
일요일,7호선,태릉입구,0.1,0.1,0.4,0.3,0.6,0.4,0.3,0.3
일요일,7호선,하계,0.1,0.3,0.9,0.7,1.1,0.6,0.4,0.5
일요일,7호선,학동,0.1,0.2,0.7,0.6,0.8,0.5,0.3,0.3
일요일,8호선,가락시장,0.0,0.1,0.3,0.3,0.4,0.3,0.2,0.2
일요일,8호선,강동구청,0.1,0.2,0.5,0.4,0.5,0.3,0.2,0.2
일요일,8호선,남위례,0.0,0.1,0.3,0.2,0.4,0.2,0.2,0.2
일요일,8호선,남한산성입구(성남법원.검찰청),0.1,0.2,0.6,0.4,0.6,0.4,0.3,0.3
일요일,8호선,단대오거리,0.1,0.2,0.5,0.4,0.6,0.4,0.3,0.3
일요일,8호선,모란,0.0,0.1,0.3,0.3,0.4,0.2,0.1,0.1
일요일,8호선,몽촌토성(평화의문),0.0,0.1,0.4,0.3,0.5,0.3,0.2,0.2
일요일,8호선,문정,0.1,0.2,0.6,0.5,0.7,0.4,0.3,0.3
일요일,8호선,복정,0.1,0.2,0.5,0.4,0.5,0.3,0.2,0.2
일요일,8호선,산성,0.0,0.1,0.3,0.2,0.4,0.2,0.2,0.2
일요일,8호선,석촌,0.0,0.1,0.4,0.4,0.6,0.4,0.3,0.3
일요일,8호선,송파,0.0,0.1,0.4,0.3,0.5,0.3,0.2,0.2
일요일,8호선,수진,0.0,0.1,0.3,0.2,0.4,0.2,0.1,0.2
일요일,8호선,신흥,0.0,0.1,0.2,0.2,0.4,0.2,0.2,0.1
일요일,8호선,암사,0.1,0.3,0.8,0.6,0.9,0.6,0.4,0.4
일요일,8호선,암사역사공원,0.0,0.1,0.3,0.2,0.4,0.2,0.1,0.1
일요일,8호선,잠실(송파구청),0.1,0.2,1.0,1.0,1.8,1.1,0.8,0.6
일요일,8호선,장지,0.1,0.3,0.8,0.6,1.0,0.7,0.4,0.4
일요일,8호선,천호(풍납토성),0.1,0.3,0.9,0.7,1.2,0.8,0.6,0.5
