요일,호선,역명,06시 이전,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,24시 이후
목요일,5호선,목동,396,1081,3261,4166,2181,1432,1299,1384,1493,1428,1624,2021,2835,4377,2669,1732,1646,1590,740,240
목요일,5호선,미사,349,1205,3632,3869,2182,1543,1404,1525,1457,1541,1706,2089,2862,3924,3290,1967,1683,1517,880,347
목요일,5호선,발산,232,1038,3002,6704,3389,1942,1909,1928,2060,2122,2372,2841,4458,6076,3060,2202,2009,1611,790,215
목요일,5호선,방이,134,443,1167,1800,943,656,589,708,678,704,813,954,1376,1700,1103,739,760,708,293,77
목요일,5호선,방화,209,607,1437,1661,852,630,639,658,678,652,760,845,1003,1276,967,613,519,485,277,119
목요일,5호선,상일동,460,1646,3795,3262,1702,1190,978,1154,1161,1090,1375,1534,2173,3125,2427,1363,1259,1052,609,323
목요일,5호선,서대문,162,954,3865,8800,2872,1610,1640,1506,1706,1638,1844,2321,4027,6209,2056,1565,1506,1072,457,97
목요일,5호선,송정,190,477,1055,1362,807,593,579,625,590,589,646,789,946,1240,851,585,530,462,278,102
목요일,5호선,신금호,132,407,1215,1797,924,567,551,574,599,596,676,932,1066,1506,969,631,568,473,259,106
목요일,5호선,신길,109,274,959,1758,710,333,285,303,308,284,333,455,800,1419,676,528,533,483,286,95
목요일,5호선,신정(은행정),526,1123,3002,3744,1728,970,857,902,923,871,1019,1294,1708,2536,1673,1117,1018,948,533,172
목요일,5호선,아차산(어린이대공원후문),405,941,2336,3632,1818,1317,1268,1371,1420,1396,1684,1946,2301,3232,2013,1362,1164,1050,534,160
목요일,5호선,애오개,111,410,1224,2265,1048,581,558,573,642,607,680,764,1096,1780,846,548,506,433,220,100
목요일,5호선,양평,144,491,1508,3092,1163,528,471,514,527,500,574,746,1278,2346,994,656,596,504,270,85
목요일,5호선,여의나루,95,523,2193,3583,1502,945,902,962,1132,1237,1488,1801,3176,3876,1925,1780,1376,977,394,83
목요일,5호선,여의도,222,1261,7019,10571,4170,1933,2064,1905,2296,2203,2484,3113,7354,9016,3587,2742,2337,1474,592,151
목요일,5호선,영등포구청,72,226,713,1812,731,373,367,373,395,377,436,494,806,1641,625,412,395,318,163,46
목요일,5호선,영등포시장,151,465,1676,3445,1582,948,915,1097,1194,1102,1183,1389,1936,3116,1475,959,890,771,402,104
목요일,5호선,오금,61,247,720,1260,503,318,293,304,302,329,369,530,675,959,428,288,249,241,126,48
목요일,5호선,오목교(목동운동장앞),261,987,3268,4930,3068,1989,1875,1887,2036,2061,2274,2818,3771,5438,3033,2339,1960,1803,741,202
목요일,5호선,올림픽공원(한국체대),88,375,810,1040,628,532,465,504,478,489,589,681,791,861,535,376,356,312,162,49
목요일,5호선,왕십리(성동구청),104,211,520,1148,583,418,437,461,511,513,560,703,864,1285,689,510,506,443,207,105
목요일,5호선,우장산,320,1145,2994,3454,1774,1362,1319,1413,1393,1360,1628,1996,2263,3034,2110,1315,1198,1146,604,182
목요일,5호선,을지로4가,40,281,899,2102,967,622,645,613,634,653,691,790,1379,1904,741,505,439,307,153,40
목요일,5호선,장한평,361,1353,3507,6364,2925,1683,1519,1485,1528,1484,1701,2224,3406,5467,2879,1695,1500,1308,719,242
목요일,5호선,종로3가,58,328,764,2152,1721,1471,1628,1750,1781,1810,1961,2209,2790,3675,1969,1577,1709,1391,777,175
목요일,5호선,천호(풍납토성),338,1107,2136,3317,2249,1744,1817,1965,2061,2097,2387,2829,3415,4244,2822,2004,1622,1326,697,238
목요일,5호선,청구,79,174,460,1068,588,346,297,324,345,361,376,489,632,1002,571,370,319,296,165,48
목요일,5호선,충정로(경기대입구),47,193,934,1906,797,316,345,332,376,379,389,471,996,1572,580,396,357,273,141,46
목요일,5호선,하남검단산,164,524,1264,1274,774,652,591,676,638,598,747,834,1004,1087,915,615,527,452,273,113
목요일,5호선,하남시청(덕풍·신장),225,714,1562,1700,977,816,756,777,858,764,966,1181,1179,1524,1192,717,662,572,319,148
목요일,5호선,하남풍산,93,313,734,1158,673,445,413,386,436,428,487,671,757,1013,596,365,327,282,145,64
목요일,5호선,행당,175,571,1537,2254,1093,674,615,634,650,653,779,914,1142,1638,1049,708,647,573,291,99
목요일,5호선,화곡,980,2125,5551,7526,3676,2196,1998,2160,2123,2061,2382,3080,3903,6508,4246,2658,2404,2050,1201,381
목요일,6호선,고려대(종암),185,485,1433,2348,1219,905,744,764,983,848,863,1309,1579,1893,1162,794,852,734,433,151
목요일,6호선,공덕,272,808,2663,5729,2972,1555,1495,1491,1588,1589,1822,2177,3556,5311,2522,1810,1798,1450,772,230
목요일,6호선,광흥창(서강),168,535,1519,2605,1502,942,863,898,841,832,937,1086,1524,2229,1277,804,755,633,309,104
목요일,6호선,구산,251,601,1608,1957,1033,655,659,676,652,615,806,960,1026,1266,1051,584,517,462,253,92
목요일,6호선,녹사평(용산구청),61,254,577,1070,619,442,388,451,487,471,593,688,933,1246,756,571,594,491,244,71
목요일,6호선,대흥(서강대앞),134,427,1350,2505,1387,1066,875,928,1202,937,1023,1368,1720,2204,1188,846,833,810,380,113
목요일,6호선,독바위,104,243,698,684,354,252,219,254,224,232,271,340,395,594,486,278,236,228,138,52
목요일,6호선,돌곶이,341,850,2009,2607,1331,846,766,868,874,794,944,1201,1513,2000,1550,876,746,729,403,149
목요일,6호선,동묘앞,242,360,770,1516,1135,910,985,1001,1020,1101,1153,1253,1389,1537,1009,718,639,574,411,123
목요일,6호선,디지털미디어시티,381,1192,3612,5438,2589,1123,1022,1026,998,955,1134,1667,2711,4096,2319,1347,1187,1198,584,234
목요일,6호선,마포구청,297,898,2406,3985,2138,1288,1177,1266,1300,1191,1372,1579,2109,3223,1949,1305,1180,1151,605,186
목요일,6호선,망원,250,620,1547,2951,2280,1470,1545,1712,1850,1739,1985,2177,2628,3456,2368,1561,1430,1169,677,182
목요일,6호선,버티고개,44,130,337,538,332,231,187,197,198,214,249,264,348,505,317,202,180,174,95,34
목요일,6호선,보문,192,506,1412,2264,1119,654,590,639,667,614,736,922,1201,1697,1074,723,703,671,414,151
목요일,6호선,봉화산(서울의료원),252,786,2350,2266,1087,750,669,757,748,689,826,1004,1319,1711,1378,818,694,699,367,158
목요일,6호선,불광,83,264,647,918,565,423,455,474,522,526,610,674,758,996,667,442,346,294,166,65
목요일,6호선,삼각지,82,378,1009,1800,907,610,601,645,695,672,781,926,1369,1906,928,706,690,635,350,96
목요일,6호선,상수,176,358,694,1564,1682,1041,892,1033,1138,1079,1126,1435,1793,2419,1608,1210,1223,1239,851,278
목요일,6호선,상월곡(한국과학기술연구원),231,458,1185,1791,939,678,599,571,617,578,638,819,1020,1428,1120,544,921,572,282,107
목요일,6호선,새절(신사),467,1066,2686,3299,1744,1063,994,1082,1106,1008,1255,1544,1804,2534,1915,1147,997,889,538,201
목요일,6호선,석계,446,1000,2497,2912,1554,1092,1052,1106,1155,1099,1237,1612,1895,2704,2101,1241,1107,1045,621,218
목요일,6호선,신당,331,514,897,2007,1270,832,765,793,747,738,881,1082,1287,1860,1478,989,910,1051,636,194
목요일,6호선,안암(고대병원앞),128,388,1128,2547,2007,2087,1569,1412,1674,1633,1511,2148,2632,2424,1500,1183,1208,1193,804,250
목요일,6호선,약수,55,156,441,1012,584,362,341,345,372,349,410,458,643,929,491,337,328,278,145,46
목요일,6호선,역촌,102,339,798,1027,513,336,356,399,376,359,391,489,612,907,677,370,367,316,193,73
목요일,6호선,월곡(동덕여대),297,724,2095,3203,1672,1156,1026,1090,1139,1122,1213,1643,1866,2775,1822,1099,1015,847,513,190
목요일,6호선,월드컵경기장(성산),91,235,554,753,548,526,568,632,667,716,782,887,990,1367,1066,432,490,839,164,42
목요일,6호선,응암,524,1333,3457,4565,2358,1489,1363,1491,1451,1419,1684,2065,2630,3909,2800,1789,1482,1324,816,252
목요일,6호선,이태원,193,528,800,1695,1446,997,851,892,988,1041,1262,1628,1949,2485,1861,1420,1351,1274,877,292
목요일,6호선,증산(명지대앞),330,760,1841,2415,1367,840,810,835,864,830,955,1157,1459,2130,1527,920,873,759,421,152
목요일,6호선,창신,118,291,864,975,503,301,272,278,293,259,293,411,451,580,419,303,261,236,135,46
목요일,6호선,청구,89,221,594,1378,738,343,297,295,325,320,363,459,531,871,542,334,297,261,146,47
목요일,6호선,태릉입구,213,414,937,1364,756,543,613,571,585,612,640,803,925,1385,989,596,576,505,362,167
목요일,6호선,한강진,57,427,1106,2082,1456,915,956,872,1053,1061,1325,1647,2181,2744,1527,984,826,1100,245,82
목요일,6호선,합정,171,472,1234,2648,1779,1059,1067,1136,1245,1228,1378,1638,2223,3511,2206,1527,1590,1437,843,232
목요일,6호선,화랑대(서울여대입구),315,1098,2950,3033,1527,950,857,849,922,802,1035,1380,1625,2091,1535,928,828,756,469,187
목요일,6호선,효창공원앞,119,379,1057,2252,1201,757,656,682,728,652,703,928,1177,1803,941,611,542,474,285,113
목요일,7호선,가산디지털단지,507,1646,7379,18445,10436,3175,2121,2247,2454,2525,2900,3938,10193,14526,6086,3532,2697,1717,841,202
목요일,7호선,강남구청,131,748,1802,4919,4563,1981,1271,1213,1351,1388,1545,1770,2761,4490,2686,1641,1541,1126,533,163
목요일,7호선,건대입구,200,521,1425,2506,1836,1543,1414,1479,1617,1627,1779,1984,2679,2918,1835,1487,1280,1123,595,213
목요일,7호선,고속터미널,148,949,2033,2780,2297,1909,1796,1716,1800,1834,2011,2169,2928,2753,1629,1421,1365,966,345,68
목요일,7호선,공릉(서울과학기술대),276,756,2048,2755,1594,1106,1042,1164,1220,1155,1330,1617,1890,2576,1932,1171,1052,1021,600,216
목요일,7호선,광명사거리,951,1658,3848,4377,2431,1723,1768,1905,1924,1938,2204,2597,3177,4188,2917,1784,1458,1178,680,218
목요일,7호선,군자(능동),371,815,1941,3533,2266,1238,1062,1123,1179,1148,1303,1578,2111,3032,2109,1426,1296,1104,612,222
목요일,7호선,남구로,768,902,2609,5367,2668,1182,952,1005,1016,970,1169,1560,2934,4142,2028,1207,1068,815,399,109
목요일,7호선,남성,267,729,1894,2936,1800,1135,1014,998,1066,1010,1165,1336,1644,2358,1577,1086,952,823,444,158
목요일,7호선,내방,181,892,1887,4633,2781,1430,1170,1214,1327,1327,1441,1751,2788,4171,1926,1305,1192,901,415,146
목요일,7호선,노원,412,1046,2906,4465,3170,2319,2368,2548,2701,2674,2988,3382,3874,4954,3590,2341,1931,1743,909,282
목요일,7호선,논현,146,842,2116,4994,4026,1743,1240,1242,1387,1485,1639,1981,3406,5438,2878,1823,1841,1650,844,250
목요일,7호선,대림(구로구청),516,471,958,1639,1127,941,958,972,986,998,1084,1214,1502,1540,979,719,722,590,288,84
목요일,7호선,도봉산,285,966,2532,2228,1250,878,766,788,777,751,892,1121,1290,1901,1738,1032,831,731,450,213
목요일,7호선,뚝섬유원지,206,477,1100,1820,1209,701,621,684,729,820,907,1030,1227,1640,1088,717,698,583,293,97
목요일,7호선,마들,471,1216,3076,3038,1618,1143,1118,1235,1139,1145,1316,1480,1695,2365,2205,1230,993,932,552,187
목요일,7호선,먹골,305,656,1714,2427,1345,910,866,941,922,909,1048,1275,1510,2157,1654,1022,856,742,436,153
목요일,7호선,면목,555,1114,2687,4104,2119,1374,1224,1388,1288,1265,1516,1861,2040,2910,2405,1370,1114,1056,561,207
목요일,7호선,반포,88,713,863,1250,922,614,622,635,654,655,761,1104,1161,1179,748,532,536,397,165,50
목요일,7호선,보라매,172,380,1090,1897,966,560,536,580,594,581,650,806,1100,1650,943,664,597,521,280,110
목요일,7호선,사가정,515,1238,2770,3977,2198,1448,1340,1445,1398,1416,1692,1970,2472,3447,2669,1585,1379,1172,634,216
목요일,7호선,상도,276,699,1822,2818,1822,1309,1092,1142,1133,1183,1236,1514,1925,2587,1584,1149,1060,954,589,195
목요일,7호선,상봉,491,1093,2805,4302,2221,1358,1263,1406,1402,1377,1530,1943,2575,3792,3030,1834,1537,1430,815,372
목요일,7호선,수락산,420,1067,2280,2609,1579,1189,1158,1213,1162,1179,1309,1584,1778,2265,2015,1236,978,846,507,193
목요일,7호선,숭실대입구(살피재),270,693,1935,3262,2128,1788,1492,1270,1523,1549,1461,2040,2504,2799,1912,1355,1292,1214,766,259
목요일,7호선,신대방삼거리,404,953,2569,3942,2229,1298,1183,1272,1250,1246,1408,1658,2095,3241,2181,1401,1261,1074,644,257
목요일,7호선,신풍,590,891,2211,2899,1575,966,881,920,894,861,1075,1370,1754,2307,1521,979,869,748,388,155
목요일,7호선,어린이대공원(세종대),166,589,1545,4335,2746,2265,1877,1685,1995,1914,1799,2288,2967,3368,1997,1418,1414,1293,806,248
목요일,7호선,온수(성공회대입구),382,930,2354,2962,1378,697,675,721,723,691,800,1203,1460,2097,1358,886,759,631,391,228
목요일,7호선,용마산(용마폭포공원),214,517,1155,1592,832,524,448,497,489,449,541,680,825,1145,904,529,471,419,254,100
목요일,7호선,이수,266,953,1820,3602,2289,1428,1349,1387,1511,1538,1705,2102,2814,4001,2422,1669,1672,1462,775,229
목요일,7호선,자양(뚝섬한강공원),224,539,1222,1857,1246,801,759,796,891,968,1153,1377,1742,2222,1531,1176,1144,932,453,134
목요일,7호선,장승배기,295,721,1491,2348,1421,870,807,877,885,850,927,1157,1381,1877,1189,798,736,640,365,142
목요일,7호선,장암,92,395,897,534,249,162,178,184,161,152,162,190,227,283,208,122,63,59,33,14
목요일,7호선,중계,447,1230,3328,3836,1900,1275,1176,1351,1212,1171,1253,1611,1968,2601,2205,1311,1149,1049,590,198
목요일,7호선,중곡,272,699,1974,3136,1706,953,822,920,885,889,1018,1370,1699,2256,1579,989,873,732,355,144
목요일,7호선,중화,373,815,1874,2794,1402,883,825,911,888,877,1043,1307,1556,2183,1680,1020,884,772,440,150
목요일,7호선,천왕,363,1044,2687,3210,1565,906,812,903,891,867,1035,1400,1741,2462,1737,1047,860,748,451,141
목요일,7호선,철산,576,1811,4420,4950,2808,1764,1684,1788,1731,1658,1955,2539,3517,4953,3454,2149,1931,1749,971,303
목요일,7호선,청담,263,1520,2976,6516,4301,1840,1300,1432,1462,1547,1790,2235,3630,5197,2646,1572,1461,1085,376,134
목요일,7호선,태릉입구,367,518,1199,1922,1206,834,875,850,891,904,1019,1232,1449,1789,1288,836,755,695,372,201
목요일,7호선,하계,407,1390,3587,4111,2322,1656,1522,1679,1767,1661,1928,2257,2582,3271,2663,1649,1391,1274,765,259
목요일,7호선,학동,124,1147,2762,8215,6317,2661,1598,1479,1678,1819,1975,2382,4315,7660,3622,1903,1692,1261,544,144
목요일,8호선,가락시장,247,521,1139,2334,1109,832,808,790,846,890,972,1087,1471,2000,1076,836,796,652,334,147
목요일,8호선,강동구청,246,720,2023,3182,1561,987,880,904,987,970,1100,1342,1742,2541,1450,976,886,732,360,125
목요일,8호선,남위례,114,468,1341,2204,1075,602,517,557,604,576,703,992,1301,1798,1084,702,640,557,300,112
목요일,8호선,남한산성입구(성남법원.검찰청),495,1080,2748,3765,2177,1237,1024,1124,1130,1042,1273,1622,2068,2672,1767,1131,1002,878,464,188
목요일,8호선,단대오거리,463,1041,2573,3264,1509,940,850,933,918,904,1142,1474,1904,2718,1842,1123,958,856,474,171
목요일,8호선,모란,125,255,595,967,534,500,525,574,582,596,647,787,763,869,495,333,308,264,164,111
목요일,8호선,몽촌토성(평화의문),159,512,1009,2154,1114,634,568,588,617,610,687,959,1246,1717,942,632,602,491,267,94
목요일,8호선,문정,236,805,3573,9211,4389,1769,1409,1444,1613,1691,1799,2146,4631,6927,2878,1886,1634,1304,594,158
목요일,8호선,복정,265,799,1677,2338,1429,784,609,670,681,626,802,1108,1650,2167,1365,849,745,654,284,68
목요일,8호선,산성,216,537,1443,1705,827,539,444,463,464,456,561,702,924,1354,1037,640,556,516,287,124
목요일,8호선,석촌,126,408,1058,1975,1346,873,866,894,950,936,1024,1160,1558,2038,1238,888,829,705,348,124
목요일,8호선,송파,155,712,1776,2427,1320,904,810,877,927,886,1109,1273,1513,2008,1344,836,768,680,311,105
목요일,8호선,수진,180,361,908,1401,718,484,482,523,538,492,586,782,759,945,665,462,399,337,206,74
목요일,8호선,신흥,163,393,932,1224,617,434,423,475,514,521,611,762,860,1099,806,521,418,350,206,76
목요일,8호선,암사,644,1325,3655,4916,2473,1412,1327,1422,1398,1344,1620,1896,2461,3613,2652,1592,1305,1271,622,227
목요일,8호선,암사역사공원,105,419,1153,1299,667,422,352,382,376,411,435,615,806,1026,665,470,371,373,185,64
목요일,8호선,잠실(송파구청),169,668,1923,4319,2496,1730,1778,1723,1850,1954,2303,2532,3367,4596,2472,1969,1791,1330,515,168
목요일,8호선,장지,361,1244,3130,4315,2549,1474,1330,1353,1379,1402,1688,2081,2975,3898,2308,1615,1228,935,472,141
목요일,8호선,천호(풍납토성),477,1182,2452,3693,2278,1385,1371,1451,1551,1529,1832,2133,2910,4024,2620,1733,1449,1193,631,238
금요일,1호선,동대문,552,611,1064,1566,1496,1344,1450,1557,1556,1603,1654,1714,1735,1731,1288,981,931,805,465,169
금요일,1호선,동묘앞,148,314,680,1336,941,994,1327,1636,1911,1830,1797,1775,1614,1266,730,456,432,369,242,140
금요일,1호선,서울역,628,2488,6040,12300,8479,5145,5434,6500,6639,5869,7159,8098,11522,13670,7682,5211,5323,3668,1942,430
금요일,1호선,시청,282,1081,3311,8812,4169,2248,2332,2292,2560,2643,3031,3454,5117,7930,2872,2280,2127,1474,628,91
금요일,1호선,신설동,443,732,1908,3611,2074,1443,1376,1427,1532,1461,1661,1932,2639,3465,1665,1130,1044,888,557,161
금요일,1호선,제기동,311,716,1731,2917,2108,2214,2676,2858,2951,3046,2974,2932,2749,2615,1420,899,720,579,362,94
금요일,1호선,종각,370,1433,4929,11743,6347,3111,3217,3142,3439,3650,4069,5120,8632,11295,4695,3357,3506,2906,1602,201
금요일,1호선,종로3가,247,591,1262,3090,3015,2764,3346,3692,3739,3798,3934,4259,4979,5616,3133,2311,2382,2022,1182,277
금요일,1호선,종로5가,223,767,1887,4374,3028,2927,3338,3469,3605,3856,3828,4036,4862,5179,2617,1682,1483,1070,426,79
금요일,1호선,청량리(서울시립대입구),559,1088,2664,3865,2715,2560,2988,3175,3323,3455,3650,3754,3881,4165,2459,1620,1450,1172,686,218
금요일,2호선,강남,746,2905,8210,15451,14352,7799,6501,6848,7948,8163,9247,11023,16342,21649,13412,8369,8657,8556,5087,1450
금요일,2호선,강변(동서울터미널),412,1700,3894,5880,4073,3305,2954,3024,3229,3345,3980,4324,5339,6763,4540,3210,2673,2253,1162,417
금요일,2호선,건대입구,633,1404,3159,6108,4218,2874,2863,3274,3596,3643,4229,5082,6998,9815,6846,4912,4908,5022,3505,1282
금요일,2호선,교대(법원.검찰청),370,1387,3379,8210,6528,3801,3594,3479,3893,4078,4214,4514,6989,8896,4228,2929,2837,2653,1282,409
금요일,2호선,구로디지털단지,1645,2749,9110,16762,9693,4467,3655,4074,4501,4260,5054,6379,10028,14928,8833,5414,4920,4793,2966,1173
금요일,2호선,구의(광진구청),585,2255,3544,6429,3610,2114,1782,1964,2040,2059,2533,3248,4186,5801,3696,2381,2193,2168,1357,563
금요일,2호선,낙성대(강감찬),531,1408,4233,6793,4277,2449,2098,2272,2325,2283,2620,3115,4144,6072,4251,2793,2622,2588,1712,691
금요일,2호선,당산,414,1196,3086,5448,2517,1487,1362,1472,1549,1516,1791,2346,3716,5392,2978,1917,1925,1899,1261,437
금요일,2호선,대림(구로구청),1507,1492,3575,5919,3507,2380,2180,2252,2275,2215,2719,3138,3996,4586,2877,2082,2277,2119,1157,412
금요일,2호선,도림천,32,86,282,371,171,132,115,152,127,168,159,181,221,272,172,106,92,69,51,25
금요일,2호선,동대문역사문화공원(DDP),261,551,1226,2547,1886,1790,1776,1926,1935,2133,2336,2530,3113,3412,2249,1687,1591,1433,820,338
금요일,2호선,뚝섬,231,1097,2497,7084,4539,2323,1979,2166,2441,2539,2956,3561,5278,7753,3904,2404,2087,1646,867,274
금요일,2호선,문래,254,983,3488,7961,3706,1806,1552,1831,1878,1835,2075,2617,4399,7490,3421,1894,1940,1767,1124,402
금요일,2호선,방배,216,802,1999,4223,2810,1708,1577,1730,1770,1882,2054,2376,3095,3858,1995,1376,1325,1311,644,245
금요일,2호선,봉천,659,1399,3959,6019,3542,2171,1902,2041,2082,2072,2498,2765,3448,4796,3499,2220,2058,1939,1229,543
금요일,2호선,사당,660,2258,5272,7090,4734,3272,3430,3709,3702,3991,4526,5739,8647,12248,7637,5055,5197,5746,4017,1313
금요일,2호선,삼성(무역센터),421,2020,6581,14531,10656,5612,4810,4928,5653,6033,6896,8091,12198,14674,6892,4859,4133,2900,1020,331
금요일,2호선,상왕십리,259,769,2247,3982,2104,1314,1166,1280,1299,1304,1541,1817,2498,3349,2152,1298,1197,1098,683,314
금요일,2호선,서울대입구(관악구청),1391,2223,6316,9751,6684,4217,3660,3976,4289,4155,4841,5633,7387,10637,7349,4759,4571,4593,3051,1365
금요일,2호선,서초,239,1163,2910,5961,4249,2279,1898,1827,2046,2142,2546,2779,4263,4984,2247,1481,1402,1106,526,155
금요일,2호선,선릉,446,2184,6110,13527,9913,5379,4574,4712,5329,5384,6368,7786,11320,14504,7108,4186,3877,3695,1696,549
금요일,2호선,성수,376,1627,4004,12097,7228,4134,3816,4230,4789,5188,5751,6684,9453,13928,6914,4499,3668,2877,1470,603
금요일,2호선,시청,120,901,3300,10202,4378,1981,2061,2067,2333,2439,2785,3191,5828,8591,2915,1959,1830,1332,652,180
금요일,2호선,신답,54,110,288,538,219,134,116,127,123,134,172,216,293,470,282,152,152,132,87,39
금요일,2호선,신당,287,736,1840,3299,1945,1376,1353,1485,1560,1575,1769,2130,2869,3870,2467,1603,1460,1449,913,362
금요일,2호선,신대방,1012,1672,4173,6283,3698,2131,1824,1963,2036,2009,2466,2850,3595,4808,3688,2548,2542,2413,1489,650
금요일,2호선,신도림,1753,2812,7506,10570,6131,4093,4038,4323,4568,4660,5319,6350,8833,12590,7810,5112,4738,4914,3334,1623
금요일,2호선,신림,1539,3218,8457,12517,7597,4526,3876,4261,4346,4421,5122,6201,7956,11764,9223,6083,5808,5626,3938,1679
금요일,2호선,신설동,62,138,418,890,542,462,435,506,517,477,506,550,726,864,401,271,243,200,123,72
금요일,2호선,신정네거리,366,798,2241,2275,1222,857,846,913,914,895,1083,1347,1761,2424,1666,937,852,779,539,229
금요일,2호선,신촌,357,1153,2926,5524,5055,3830,3748,4266,4793,4500,4859,5763,7406,8843,5917,4428,4352,4357,2765,903
금요일,2호선,아현,215,598,1720,2614,1438,1026,942,1044,1094,1092,1287,1551,1805,2197,1478,965,878,801,493,198
금요일,2호선,양천구청,224,584,1518,1591,834,594,564,620,642,610,726,898,1190,1595,1105,619,570,506,389,176
금요일,2호선,역삼,452,2089,7286,16760,12659,5479,3839,3892,4375,4401,5342,6566,12024,13812,6952,3751,3420,2570,1247,376
금요일,2호선,영등포구청,335,1125,3281,7437,3356,1809,1802,1872,1996,2019,2268,2815,4020,6717,3003,1877,1727,1556,1000,413
금요일,2호선,왕십리(성동구청),297,690,1564,2955,1816,1244,1227,1370,1473,1526,1743,2180,2906,3998,2464,1700,1716,1812,1255,516
금요일,2호선,용답,108,182,431,749,444,293,285,310,314,305,344,440,512,645,407,268,285,273,160,87
금요일,2호선,용두(동대문구청),56,110,338,629,338,288,289,286,330,343,371,399,442,611,325,193,177,130,82,42
금요일,2호선,을지로3가,131,945,3324,7956,3412,1998,1900,1879,2165,2194,2455,3117,5675,7828,3482,2210,2338,2130,1526,446
금요일,2호선,을지로4가,83,662,1746,3750,2070,1520,1610,1551,1588,1678,1802,2036,3363,3660,1700,1027,915,768,489,174
금요일,2호선,을지로입구,194,1317,5867,15044,7279,4333,4248,4095,4620,4725,5323,6283,10168,14744,6675,5571,4051,3436,1772,453
금요일,2호선,이대,164,639,1763,3406,2625,1984,1674,2078,2187,1947,2281,2482,3260,3572,2326,1629,1638,1576,952,359
금요일,2호선,잠실(송파구청),670,3297,8426,14093,10747,7366,7234,7418,7902,8416,10222,12053,15414,19363,12334,9292,8980,8187,3619,1020
금요일,2호선,잠실나루,260,1240,2558,3586,2193,1676,1534,1563,1595,1589,1791,2207,2789,2971,1724,1083,931,885,504,215
금요일,2호선,잠실새내,258,1059,3224,4679,3258,2240,2121,2282,2418,2560,3020,3487,4442,5679,3836,2421,2267,2383,1461,532
금요일,2호선,종합운동장,97,600,1363,2010,1158,920,831,943,954,1223,1382,1966,3898,3927,1465,865,2871,2913,714,155
금요일,2호선,충정로(경기대입구),165,511,1682,3586,1678,862,842,839,940,918,1028,1258,2025,2805,1157,753,722,649,408,162
금요일,2호선,한양대,60,337,711,2844,2167,1728,1200,1818,1614,1608,1589,1814,2391,2112,1044,719,690,610,410,159
금요일,2호선,합정,443,1177,3045,6107,4598,2798,2641,2856,3312,3285,3543,4508,6392,9886,6592,4036,4014,4138,2830,1021
금요일,2호선,홍대입구,990,1748,4118,7638,7424,5838,6384,7442,8471,8565,9599,11520,14172,17896,13772,10216,10474,10472,6817,2151
금요일,3호선,가락시장,138,507,1354,2037,1188,941,931,980,982,1009,1166,1300,1783,2339,1235,814,720,656,349,135
금요일,3호선,경복궁(정부서울청사),151,810,2271,6424,3994,2866,2917,2946,3219,3297,3545,4002,5007,6202,2857,1947,1832,1450,708,167
금요일,3호선,경찰병원,126,453,1386,2293,1216,772,665,661,721,703,806,883,1366,1748,971,599,509,494,267,105
금요일,3호선,고속터미널,328,1458,2811,4651,5285,5398,6314,6616,6906,7698,8550,9032,10565,11298,8177,7319,4951,3406,1441,291
금요일,3호선,교대(법원.검찰청),96,439,1259,2725,2101,1306,1248,1299,1496,1688,1777,1944,3039,3942,1821,1408,1358,1263,587,147
금요일,3호선,구파발,543,1820,4413,4529,2613,2058,1943,1979,2043,2131,2348,2919,3443,4272,3259,1902,1765,1566,959,571
금요일,3호선,금호,191,490,1297,1883,1139,764,697,729,747,746,872,1018,1307,1682,1176,756,639,620,364,137
금요일,3호선,남부터미널(예술의전당),174,1389,3900,8345,4749,3108,2777,2890,3220,3370,3752,4504,7045,8260,4228,2762,2356,1984,855,223
금요일,3호선,녹번,401,1164,3261,3875,1978,1299,1141,1192,1174,1188,1386,1722,2196,3311,2345,1355,1223,1113,694,265
금요일,3호선,대청,194,759,2077,2736,1362,954,863,902,982,983,1292,1446,2001,2385,1468,944,823,873,448,206
금요일,3호선,대치,132,799,1956,2327,1443,1102,999,1140,1266,1330,1557,1932,2528,2625,1743,1056,1124,1890,438,155
금요일,3호선,도곡,60,324,1077,1447,1002,603,547,550,576,604,755,864,1198,1258,745,472,435,400,186,129
금요일,3호선,독립문,230,484,1258,1653,1202,1027,951,1004,987,997,1183,1176,1258,1335,858,552,497,431,249,140
금요일,3호선,동대입구,111,429,823,2639,1596,1281,1114,1103,1330,1151,1248,1444,2147,2653,1274,1029,954,990,309,93
금요일,3호선,매봉,94,628,1801,4168,1897,1153,1086,1070,1112,1154,1373,1602,2556,3754,1494,939,923,751,334,125
금요일,3호선,무악재,94,272,836,1064,599,418,383,389,386,406,458,565,719,923,667,402,365,330,243,97
금요일,3호선,불광,418,970,2596,3795,2299,1729,1660,1763,1878,1866,2125,2360,2695,3571,2422,1545,1364,1184,744,307
금요일,3호선,수서,280,1143,2969,4075,2602,2181,1800,2358,1936,1833,2450,2825,3608,4697,2546,2066,1436,1525,759,278
금요일,3호선,신사,183,881,2158,5126,5939,3227,2575,2623,2853,3105,3337,3945,5932,8189,5108,3061,2903,2582,1511,475
